ts,host,user,event,severity,ip,message,source
2026-04-03T12:37:42Z,DC-99.bank.internal,svc_cicd,302015,LOW,133.53.244.114,302015: svc_cicd performed clearing operation,cisco_asa
2026-04-12T07:39:54Z,COMP-32-sandbox,miguel_hyde,Prevention,HIGH,192.168.242.213,Prevention: miguel_hyde performed transfer operation,crowdstrike
3/9/2024,PAYMENT-41,trading_user,workflow_run,MEDIUM,71.137.19.103,workflow_run: trading_user performed reconciliation operation,github_actions
2026-05-03T18:23:08Z,OPS-43-dev,martin.mcguire,SQL_Injection,LOW,104.231.144.50,SQL_Injection: martin.mcguire performed payment operation,cloud_waf
2026-04-18T08:30:27Z,FS-54,steven_howard,Detection,LOW,211.229.78.4,Detection: steven_howard performed transaction operation,crowdstrike
2027-02-13T14:12:36Z,RISK-76-sandbox.financial.local,wyatt.boyer,Suspicious,LOW,172.24.53.86,Suspicious: wyatt.boyer performed payment operation,sentinel_one
2026-12-24T00:19:22Z,RISK-97.bank.internal,jodi.jain,MailItemsAccessed,LOW,193.12.159.129,MailItemsAccessed: jodi.jain performed settlement operation,office365
2027-02-09T13:13:31Z,ATM-54-sandbox.financial.local,svc_vault_prod,FileUploaded,CRITICAL,10.225.238.237,FileUploaded: svc_vault_prod performed transaction operation,sharepoint
2026-07-07T03:10:03Z,DC-19-prod.secure.bank,pallavi.bail,workflow_run,MEDIUM,192.168.226.107,workflow_run: pallavi.bail performed transfer operation�,github_actions
2026-12-25T01:40:44Z,FS-71.secure.bank,ljackson,FileDeleted,LOW,172.22.184.112,FileDeleted: ljackson performed payment operation,sharepoint
2026-10-11T23:00:30Z,GW-23-sandbox,azad.johnson,MailItemsAccessed,LOW,137.247.157.212,MailItemsAccessed: azad.johnson performed transfer operation,office365
2026-03-10T01:39:57Z,RISK-10,sbrown,SQL_Injection,LOW,137.244.131.79,SQL_Injection: sbrown performed audit operation,cloud_waf
2026-07-09T09:48:59Z,APP-07-sandbox,svc_archive,write_binary_dir,UNKNOWN,167.54.207.41,write_binary_dir: svc_archive performed clearing operation,falco
2026-04-03T21:01:13Z,DC-83-prod.core.banking,abarnes,action_execution,LOW,192.168.183.178,action_execution: abarnes performed reconciliation operation�,github_actions
2026-05-11T21:32:26Z,RISK-06.secure.bank,corey_hampton,THREAT,MEDIUM,10.118.231.146,THREAT: corey_hampton performed audit operation,palo_alto
2026-12-14T13:32:59Z,WEB-29.secure.bank,rmorris,4648,HIGH,10.158.205.67,4648: rmorris performed swift operation,windows_security
2026-08-18T10:57:09Z,CRM-81,sathvik.gara,CreateAccessKey,CRITICAL,129.115.54.122,CreateAccessKey: sathvik.gara performed clearing operation,aws_cloudtrail
2026-06-15T17:18:28Z,PROXY-31-uat.bank.internal,vbutler,Detection,MEDIUM,111.201.163.47,Detection: vbutler performed balance operation,crowdstrike
2026-08-26T17:36:18Z,WEB-65.secure.bank,mmander,http,LOW,75.213.217.155,http: mmander performed transfer operation,zeek
2026-10-30T05:41:07Z,WKS-56.financial.local,cmercer21,CreateAccessKey,LOW,108.249.163.149,CreateAccessKey: cmercer21 performed audit operation,aws_cloudtrail
2026-12-01T15:27:08Z,CRM-27-sandbox.bank.internal,svc_replication,Path_Traversal,CRITICAL,172.31.60.71,Path_Traversal: svc_replication performed reconciliation operation,cloud_waf
2026-08-02T17:45:58Z,WEB-10,stanley_day,SYSCALL,CRITICAL,192.168.193.212,SYSCALL: stanley_day performed reconciliation operation,auditd
2027-01-29T11:28:46Z,PAY-13-dev,svc_cicd,Quarantine,MEDIUM,148.102.43.215,Quarantine: svc_cicd performed audit operation,crowdstrike
2026-05-05T12:54:05Z,,mpatel,action_execution,MEDIUM,111.54.13.241,action_execution: mpatel performed payment operation�,github_actions
2026-04-25T12:02:01Z,TRADING-01-uat,risk_manager61,Blocked,LOW,10.203.86.113,Blocked: risk_manager61 performed swift operation,sentinel_one
2026-04-27T05:11:26Z,SWIFT-42,,PATH,LOW,10.118.16.249,PATH: root72 performed balance operation,auditd
2026-03-07T22:43:11Z,MON-19-prod,svc_replication,job_execution,HIGH,1.133.197.154,job_execution: svc_replication performed transaction operation,github_actions
2026-03-24T17:54:56Z,MON-99-dev,svc_backup,4702,LOW,,4702: svc_backup performed reconciliation operation,windows_security
2026-04-28T01:21:52Z,CORE_BANK-43-prod.financial.local,charita_bryant95,106023,LOW,192.168.153.126,106023: charita_bryant95 performed reconciliation operation,cisco_asa
2026-08-15T12:27:31Z,MON-52,eevans,shell_in_container,LOW,185.8.49.103,shell_in_container: eevans performed balance operation,falco
2027-02-09T07:56:14Z,CRM-69-dr.bank.internal,svc_monitor,TRAFFIC,LOW,7.6.123.79,TRAFFIC: svc_monitor performed swift operation,palo_alto
2027-01-21T08:11:09Z,FINANCE-06-dr.secure.bank,annette.nayar,http,MEDIUM,13.242.227.218,http: annette.nayar performed clearing operation,zeek
2026-08-07T12:35:35Z,AUDIT-15,svc_reporting_prod,FileUploaded,LOW,215.129.214.6,FileUploaded: svc_reporting_prod performed transfer operation,sharepoint
2026-08-15T19:37:03Z,FINANCE-33-prod,svc_monitor,job_execution,CRITICAL,192.168.196.25,,github_actions
2026-11-27T17:47:39Z,PAYMENT-25-dr,paige_griffiths20,302015,LOW,192.168.170.112,302015: paige_griffiths20 performed payment operation,cisco_asa
2026-05-26T21:10:07Z,PAY-13,svc_backup_prod,CreateUser,LOW,10.229.31.68,CreateUser: svc_backup_prod performed settlement operation,aws_cloudtrail
2026-09-15T05:16:13Z,WKS-59,zoe_puri27,DeleteUser,LOW,190.35.1.112,DeleteUser: zoe_puri27 performed transaction operation,aws_cloudtrail
2027-02-02T16:04:39Z,CORE_BANK-66,svc_audit_prod,smb_files,CRITICAL,172.16.49.56,smb_files: svc_audit_prod performed settlement operation,zeek
2025-9-23T7:15:43Z,PAY-14,svc_vault_prod,job_execution,UNKNOWN,82.20.56.74,job_execution: svc_vault_prod performed reconciliation operation,github_actions
2026-10-03T22:30:31Z,HR-24,svc_reporting_prod,PROCTITLE,LOW,172.30.25.208,PROCTITLE: svc_reporting_prod performed payment operation,auditd
2026-05-15T05:08:54Z,WEB-82.bank.internal,root,TRAFFIC,LOW,172.22.12.144,TRAFFIC: root performed balance operation,palo_alto
2026-09-25T11:43:28Z,HR-58-dev.secure.bank,emitter,106023,LOW,192.168.151.242,106023: emitter performed payment operation,cisco_asa
2026-11-26T16:23:05Z,FINANCE-82.secure.bank,trading_user,Path_Traversal,CRITICAL,115.219.233.48,,cloud_waf
2026-06-29T08:57:37Z,ATM-76,svc_cicd_prod,ConsoleLogin,LOW,67.30.205.158,ConsoleLogin: svc_cicd_prod performed swift operation,aws_cloudtrail
2026-10-20T18:09:19Z,CORE_BANK-78.secure.bank,svc_replication,ConsoleLogin,LOW,172.24.54.74,ConsoleLogin: svc_replication performed payment operation,aws_cloudtrail
2026-12-29T22:44:15Z,MON-25.core.banking,admin,4625,CRITICAL,10.67.157.253,"An account failed to log on. Account: admin, Source IP: 10.67.157.253",windows_security
2026-09-20T01:40:58Z,FS-78-uat.financial.local,danielle_tailor,CreateUser,MEDIUM,41.184.212.125,CreateUser: danielle_tailor performed transfer operation,aws_cloudtrail
2026-06-16T09:20:50Z,AUDIT-82-prod,trading_user54,CreateAccessKey,LOW,10.242.130.214,CreateAccessKey: trading_user54 performed audit operation,aws_cloudtrail
2027-01-02T16:25:39Z,FS-40-sandbox,lsinghal,URL,LOW,10.43.3.29,URL: lsinghal performed payment operation,palo_alto
2027-02-08T04:22:56Z,PAYMENT-34,jessica.williams,read_sensitive_file,LOW,23.222.62.75,read_sensitive_file: jessica.williams performed transfer operation,falco
2026-05-21T09:23:56Z,DB-99-dev.bank.internal,oclark,PATH,LOW,66.109.188.18,PATH: oclark performed clearing operation,auditd
2026-09-13T17:02:41Z,,trading_user,EXECVE,CRITICAL,172.21.10.140,EXECVE: trading_user performed balance operation,auditd
2026-08-23T03:34:15Z,TRADING-79.bank.internal,lmorrison,PATH,LOW,95.67.46.27,PATH: lmorrison performed transfer operation,auditd
2026-03-13T07:41:15Z,MON-63.financial.local,michael_frye,DeleteUser,LOW,154.235.67.166,DeleteUser: michael_frye performed swift operation,aws_cloudtrail
2026-04-03T04:16:51Z,DB-64-sandbox.secure.bank,meghana_char37,PATH,MEDIUM,56.14.202.84,PATH: meghana_char37 performed clearing operation,auditd
2026-04-17T20:16:18Z,CRM-96-prod.bank.internal,risk_manager66,CreateAccessKey,LOW,172.30.43.57,CreateAccessKey: risk_manager66 performed transfer operation,aws_cloudtrail
2026-05-05T18:48:47Z,AUDIT-87-sandbox.financial.local,domain_admin,4624,LOW,105.37.39.133,"An account was successfully logged on. Account: domain_admin, Source IP: 105.37.39.133",windows_security
2027-01-28T04:10:17Z,PAY-47,amrita_webster,MailItemsAccessed,LOW,192.168.172.216,MailItemsAccessed: amrita_webster performed clearing operation,office365
2026-09-30T11:58:57Z,TRADING-85-dr,svc_etl_prod,106023,LOW,10.255.95.201,106023: svc_etl_prod performed transfer operation,cisco_asa
2026-03-09T00:13:47Z,FS-50.financial.local,svc_etl_prod45,13,LOW,192.168.13.168,13: svc_etl_prod45 performed swift operation,sysmon
2026-06-24T01:00:13Z,DC-09,mhayward,DeleteUser,MEDIUM,172.23.244.245,DeleteUser: mhayward performed transaction operation,aws_cloudtrail
2026-10-07T06:16:02Z,CORE-24,jennifer_foster,Detection,HIGH,69.149.72.145,Detection: jennifer_foster performed reconciliation operation,crowdstrike
2026-09-24T02:12:07Z,PAYMENT-66,gabriel_kumar,Threat,CRITICAL,90.26.209.140,Threat: gabriel_kumar performed settlement operation,sentinel_one
2026-07-30T21:58:45Z,OPS-14-dev,paul.bryan54,SYSCALL,LOW,61.99.159.114,SYSCALL: paul.bryan54 performed settlement operation,auditd
2026-10-10T05:44:02Z,,naveen.chana52,action_execution,LOW,144.185.24.113,action_execution: naveen.chana52 performed transfer operation,github_actions
2026-03-03T12:27:42Z,SWIFT-02-dev.secure.bank,internal_audit,MailItemsAccessed,LOW,159.14.116.177,MailItemsAccessed: internal_audit performed balance operation,office365
2027-02-12T15:47:32Z,RISK-03-sandbox.financial.local,trading_user,action_execution,MEDIUM,192.168.199.38,action_execution: trading_user performed balance operation,github_actions
2027-01-15T19:10:15Z,TRADING-91-dr,internal_audit,Send,HIGH,10.207.180.37,Send: internal_audit performed clearing operation,office365
2026-10-05T01:17:32Z,PAYMENT-26-sandbox.bank.internal,nwest,URL,MEDIUM,192.168.152.242,URL: nwest performed audit operation,palo_alto
2026-12-10T12:31:38Z,MON-13.secure.bank,svc_cicd_prod,4672,LOW,70.121.128.206,4672: svc_cicd_prod performed transaction operation,windows_security
2026-06-13T07:37:02Z,COMP-52-dev,sandrade,SQL_Injection,MEDIUM,162.215.56.145,SQL_Injection: sandrade performed swift operation,cloud_waf
2026-05-31T13:14:43Z,WKS-97-uat,tfigueroa15,smb_files,LOW,10.4.219.209,smb_files: tfigueroa15 performed audit operation,zeek
2026-10-30T15:42:56Z,BRANCH-35.core.banking,trading_user,4624,MEDIUM,192.168.73.38,"An account was successfully logged on. Account: trading_user, Source IP: 192.168.73.38",windows_security
2026-12-13T21:54:59Z,PROXY-90-prod.secure.bank,ethan_davies,EXECVE,LOW,131.32.157.55,EXECVE: ethan_davies performed audit operation,auditd
2026-07-22T02:11:53Z,MON-67.financial.local,dmcfarland,Path_Traversal,LOW,172.26.191.130,Path_Traversal: dmcfarland performed transfer operation,cloud_waf
,WKS-10.bank.internal,danielle_young96,smb_files,LOW,10.26.70.106,smb_files: danielle_young96 performed settlement operation,zeek
2026-11-21T12:58:25Z,RISK-93,gmartinez,URL,MEDIUM,48.16.125.35,URL: gmartinez performed audit operation,palo_alto
2026-12-14T16:16:21Z,COMP-19.core.banking,michael_keer,FileDownloaded,HIGH,164.186.128.69,FileDownloaded: michael_keer performed transaction operation,sharepoint
2026-11-26T19:39:44Z,HR-48,chanchal_power,10,LOW,10.250.170.59,Process accessed: OUTLOOK.EXE_v5.0 accessed powershell.exe,sysmon
2026-11-22T00:46:41Z,COMP-48.bank.internal,svc_deploy_prod2,EXECVE,MEDIUM,10.139.20.59,EXECVE: svc_deploy_prod2 performed balance operation,auditd
2026-12-18T06:30:58Z,HR-73,howard.watts47,PATH,MEDIUM,175.27.133.13,PATH: howard.watts47 performed transaction operation,auditd
2027-02-08T21:28:38Z,GW-47-dev,svc_backup_prod,Audit,LOW,40.188.123.100,Audit log: create performed by svc_backup_prod,azure_ad
2026-06-23T23:13:11Z,PAYMENT-08.financial.local,,THREAT,LOW,10.193.27.80,THREAT: jgibbons performed audit operation,palo_alto
2026-08-23T08:43:35Z,,vansha_nelson,TRAFFIC,LOW,109.10.191.135,TRAFFIC: vansha_nelson performed swift operation,palo_alto
2026-05-18T18:08:11Z,WEB-99.bank.internal,svc_scanner_prod,workflow_run,LOW,192.168.4.104,workflow_run: svc_scanner_prod performed reconciliation operation,github_actions
2026-08-11T05:59:37Z,PAYMENT-43,shawn_hawkins,Path_Traversal,LOW,192.168.123.40,Path_Traversal: shawn_hawkins performed balance operation,cloud_waf
2027-02-21T01:35:18Z,FS-17-dr.financial.local,theodore.lawson,URL,HIGH,172.21.192.246,URL: theodore.lawson performed swift operation,palo_alto
2026-04-29T04:37:09Z,RISK-30-dev.bank.internal,jacob_singh,shell_in_container,MEDIUM,172.25.208.7,shell_in_container: jacob_singh performed audit operation,falco
2026-08-13T00:08:51Z,OPS-53,svc_replication_prod,XSS,LOW,52.224.110.245,XSS: svc_replication_prod performed reconciliation operation,cloud_waf
2026-05-18T07:26:03Z,DB-98-sandbox,svc_archive_prod,SQL_Injection,MEDIUM,136.145.144.182,SQL_Injection: svc_archive_prod performed settlement operation,cloud_waf
2026-10-10T21:21:56Z,APP-46,svc_cicd_prod83,4648,LOW,10.149.42.151,4648: svc_cicd_prod83 performed clearing operation,windows_security
2026-09-28T05:46:26Z,OPS-06,nancy.nagi,ApplicationManagement,LOW,119.43.59.95,ApplicationManagement: nancy.nagi performed swift operation,azure_ad
2026-07-29T00:06:59Z,CRM-68,,Send,LOW,97.139.6.59,Send: nathan.miller performed balance operation,office365
2026-06-24T09:49:36Z,OPS-30,neel_thorpe,Suspicious,MEDIUM,57.210.102.200,Suspicious: neel_thorpe performed settlement operation,sentinel_one
2026-11-01T04:59:08Z,GW-74,svc_secrets_prod,New-InboxRule,UNKNOWN,175.21.33.134,New-InboxRule: svc_secrets_prod performed transaction operation,office365
2026-07-03T14:18:23Z,ATM-07.bank.internal,achavez32,SignIn,CRITICAL,165.11.36.254,Sign-in activity for achavez32 from IP 165.11.36.254,azure_ad
2026-12-16T15:27:09Z,GW-67.financial.local,eric.moore,XSS,LOW,202.189.124.253,XSS: eric.moore performed audit operation,cloud_waf
2026-04-14T17:52:29Z,GW-24,,10,LOW,14.227.136.39,Process accessed: prometheus_v8.5 accessed explorer.exe,sysmon
2027-02-19T11:02:13Z,HR-64.core.banking,mverma,ssl,MEDIUM,10.246.121.193,ssl: mverma performed clearing operation,zeek
2026-05-29T15:35:50Z,WKS-79.core.banking,raksha.thompson,action_execution,MEDIUM,112.56.132.61,action_execution: raksha.thompson performed clearing operation,github_actions
2026-10-14T22:29:08Z,SWIFT-74-dev,forum_petersen,TRAFFIC,LOW,74.136.180.33,TRAFFIC: forum_petersen performed payment operation,palo_alto
2026-09-25T02:51:22Z,APP-71-dev.core.banking,tcole,http,MEDIUM,192.44.24.186,http: tcole performed swift operation,zeek
2021-9-2T18:53:14Z,MON-85,carole.pandya,job_execution,LOW,157.239.224.253,job_execution: carole.pandya performed transfer operation,github_actions
2026-07-22T20:27:58Z,DC-14-prod,obaker,TRAFFIC,LOW,192.168.177.38,TRAFFIC: obaker performed settlement operation,palo_alto
2027-02-03T15:32:00Z,FINANCE-77,daniel.harrison,THREAT,LOW,10.244.255.20,THREAT: daniel.harrison performed payment operation,palo_alto
2026-07-10T19:49:28Z,WKS-67-dr.bank.internal,madhav_ware,7,LOW,192.75.212.93,7: madhav_ware performed payment operation,sysmon
2027-02-04T13:43:54Z,CORE-59,shelby_butcher,SignIn,CRITICAL,192.168.97.44,Sign-in activity for shelby_butcher from IP 192.168.97.44,azure_ad
2026-09-13T01:04:44Z,CRM-29.bank.internal,svc_deploy_prod,workflow_run,LOW,14.143.94.40,workflow_run: svc_deploy_prod performed transaction operation,github_actions
2027-01-27T06:51:43Z,COMP-25-prod.bank.internal,internal_audit,EXECVE,LOW,33.233.27.120,EXECVE: internal_audit performed settlement operation,auditd
2026-05-09T07:37:23Z,CORE_BANK-74-prod,rsankaran,PATH,MEDIUM,73.9.245.51,PATH: rsankaran performed transfer operation,auditd
2026-11-25T23:26:12Z,FINANCE-79-sandbox,svc_archive,Quarantine,LOW,26.18.211.172,Quarantine: svc_archive performed settlement operation,crowdstrike
2026-06-07T20:55:21Z,RISK-82-sandbox.financial.local,rkunda,http,HIGH,172.22.23.90,http: rkunda performed transaction operation,zeek
2026-09-25T19:38:12Z,BRANCH-47-prod.bank.internal,svc_reporting_prod,Suspicious,LOW,31.81.125.58,Suspicious: svc_reporting_prod performed settlement operation,sentinel_one
2026-05-09T17:04:39Z,CORE_BANK-05-prod,root,11,LOW,208.203.119.155,11: root performed swift operation,sysmon
2026-11-12T06:22:32Z,PAY-14-prod,amber.ray,New-InboxRule,LOW,192.168.196.181,New-InboxRule: amber.ray performed clearing operation,office365
2026-09-14T06:40:39Z,MON-31,,conn,LOW,37.201.18.64,conn: laura.todd performed clearing operation,zeek
2026-06-13T05:13:29Z,TRADING-32.financial.local,vslater66,CreateUser,MEDIUM,156.147.58.35,CreateUser: vslater66 performed transfer operation,aws_cloudtrail
2027-02-15T11:54:27Z,ATM-56.core.banking,svc_deploy,XSS,MEDIUM,10.178.105.204,XSS: svc_deploy performed reconciliation operation,cloud_waf
2026-05-22T11:35:40Z,,jlowe,conn,MEDIUM,172.24.247.66,conn: jlowe performed reconciliation operation,zeek
2026-12-01T14:09:29Z,DC-76-prod.core.banking,root,SQL_Injection,LOW,163.192.53.35,SQL_Injection: root performed settlement operation,cloud_waf
2026-06-15T19:20:57Z,ATM-03.core.banking,christopher.douglas,SQL_Injection,MEDIUM,192.168.69.188,SQL_Injection: christopher.douglas performed reconciliation operation,cloud_waf
2026-06-19T08:22:19Z,ATM-40-uat,brittney_berger,FileDownloaded,LOW,172.30.38.114,FileDownloaded: brittney_berger performed payment operation,office365
2026-04-15T13:46:28Z,WKS-31-dev,tina.martin,4702,LOW,88.7.154.105,4702: tina.martin performed clearing operation,windows_security
2026-09-20T07:34:57Z,FS-25-dev,ricky_lopez,write_binary_dir,LOW,10.63.215.183,write_binary_dir: ricky_lopez performed balance operation,falco
2027-01-14T15:13:27Z,APP-20.financial.local,jcox,13,MEDIUM,94.253.212.161,13: jcox performed reconciliation operation,sysmon
2027-01-13T02:51:40Z,FINANCE-07,joshua.holt,SQL_Injection,MEDIUM,192.168.65.223,SQL_Injection: joshua.holt performed settlement operation,cloud_waf
2026-03-27T18:56:32Z,DB-23.financial.local,arthur_mani24,dns,MEDIUM,192.168.66.3,dns: arthur_mani24 performed settlement operation,zeek
2026-08-27T05:32:11Z,DB-37-dev.core.banking,rachel.tata,Detection,LOW,172.21.237.31,Detection: rachel.tata performed settlement operation,crowdstrike
2026-04-14T13:24:29Z,CORE_BANK-40.financial.local,marcus_morris,conn,LOW,54.212.61.109,conn: marcus_morris performed swift operation,zeek
2026-07-26T22:42:14Z,CORE-72-dr.bank.internal,dawn.james,action_execution,HIGH,192.168.43.209,action_execution: dawn.james performed reconciliation operation,github_actions
2026-10-16T04:55:19Z,BRANCH-23-uat.secure.bank,sperry,Quarantine,CRITICAL,34.118.199.183,Quarantine: sperry performed transaction operation,crowdstrike
2026-09-02T23:27:17Z,FS-10-uat.core.banking,svc_backup,Audit,LOW,172.29.20.69,Audit log: modify performed by svc_backup,azure_ad
2026-04-27T23:59:18Z,WKS-88.core.banking,kelly.mahal,Audit,HIGH,192.168.4.25,Audit log: read performed by kelly.mahal,azure_ad
2026-07-06T18:50:20Z,PROXY-54-sandbox.core.banking,aburrows90,FileUploaded,LOW,82.228.76.235,FileUploaded: aburrows90 performed balance operation,sharepoint
2026-12-05T05:10:45Z,CRM-12,cmay,action_execution,LOW,190.246.131.54,action_execution: cmay performed payment operation,github_actions
2026-12-11T11:28:22Z,CRM-60.secure.bank,svc_monitor,shell_in_container,LOW,201.42.64.31,shell_in_container: svc_monitor performed balance operation,falco
2026-07-12T11:51:05Z,DB-79,svc_backup_prod,THREAT,LOW,10.137.31.26,THREAT: svc_backup_prod performed balance operation,palo_alto
2026-03-20T03:05:42Z,PAYMENT-98-dev.bank.internal,anika_wali,Quarantine,LOW,101.8.199.234,Quarantine: anika_wali performed transfer operation,crowdstrike
2027-02-19T18:47:20Z,WKS-37,jchung,CreateUser,LOW,140.197.106.230,CreateUser: jchung performed payment operation,aws_cloudtrail
2026-06-12T15:42:19Z,PROXY-94-prod,svc_cicd,CreateUser,LOW,10.163.13.15,CreateUser: svc_cicd performed swift operation,aws_cloudtrail
2026-03-23T02:38:52Z,SWIFT-90,brian_parmar,SQL_Injection,LOW,218.51.90.180,SQL_Injection: brian_parmar performed swift operation,cloud_waf
2026-06-24T16:20:05Z,WEB-46.bank.internal,rsmith84,EXECVE,LOW,10.124.109.29,EXECVE: rsmith84 performed settlement operation,auditd
2026-04-04T00:13:50Z,OPS-62-dev,kate.mendoza,Suspicious,CRITICAL,172.16.233.248,Suspicious: kate.mendoza performed balance operation,sentinel_one
2027-02-13T18:21:37Z,WEB-61.bank.internal,svc_secrets_prod,TRAFFIC,LOW,56.248.7.103,TRAFFIC: svc_secrets_prod performed reconciliation operation,palo_alto
2027-01-09T16:30:40Z,APP-30,svc_audit_prod,shell_in_container,LOW,26.40.128.0,shell_in_container: svc_audit_prod performed reconciliation operation,falco
2026-12-07T08:03:59Z,PAYMENT-63,tracey_martinez,Send,LOW,61.171.115.122,Send: tracey_martinez performed swift operation,office365
2026-06-25T15:06:35Z,CRM-04-dr.financial.local,svc_audit_prod,MailItemsAccessed,HIGH,10.69.214.163,MailItemsAccessed: svc_audit_prod performed reconciliation operation,office365
2026-12-20T13:22:57Z,FS-46.bank.internal,svc_backup_prod,XSS,LOW,172.18.251.26,XSS: svc_backup_prod performed transfer operation,cloud_waf
2026-09-21T03:18:09Z,OPS-25-uat,,12,LOW,136.230.37.160,12: sophie.phillips53 performed swift operation,sysmon
2026-11-28T23:37:17Z,APP-28,nicole.dale,DeleteUser,HIGH,189.238.216.18,DeleteUser: nicole.dale performed balance operation,aws_cloudtrail
2026-06-19T11:16:00Z,CORE-11-uat.core.banking,alexis.kelley87,dns,LOW,146.248.164.207,dns: alexis.kelley87 performed swift operation,zeek
2026-09-22T01:40:18Z,COMP-04-sandbox.core.banking,svc_reporting_prod52,http,LOW,218.35.29.243,http: svc_reporting_prod52 performed payment operation,zeek
2026-06-28T14:46:18Z,GW-21.secure.bank,internal_audit,TRAFFIC,LOW,172.16.85.212,,palo_alto
2027-02-19T18:59:00Z,DB-71.bank.internal,treasury,11,LOW,172.31.83.198,11: treasury performed balance operation,sysmon
2026-09-23T18:49:01Z,COMP-86,svc_archive,302016,LOW,135.235.136.247,302016: svc_archive performed reconciliation operation,cisco_asa
2026-05-22T22:57:38Z,PROXY-48-sandbox.core.banking,frank_miller54,Suspicious,LOW,192.168.113.135,Suspicious: frank_miller54 performed settlement operation,sentinel_one
2026-08-04T16:08:24Z,FINANCE-89-dev,vidhi_baker39,workflow_run,LOW,185.74.127.78,workflow_run: vidhi_baker39 performed transaction operation,github_actions
2027-02-15T15:37:06Z,SWIFT-01,root28,106023,MEDIUM,192.168.144.83,106023: root28 performed transfer operation,cisco_asa
2026-06-16T15:58:14Z,MON-17,ariana_guha93,dns,LOW,147.95.93.208,dns: ariana_guha93 performed reconciliation operation,zeek
2026-07-28T19:23:55Z,SWIFT-92,spacheco,Blocked,LOW,172.16.28.55,,sentinel_one
2026-06-12T13:19:42Z,OPS-61.core.banking,admin,job_execution,MEDIUM,172.23.109.219,job_execution: admin performed settlement operation,github_actions
2026-12-13T11:01:08Z,WKS-20.bank.internal,svc_monitor,SQL_Injection,LOW,10.193.134.7,SQL_Injection: svc_monitor performed transaction operation,cloud_waf
2026-07-10T08:33:38Z,FINANCE-67,joshua.toor,XSS,LOW,10.218.200.93,XSS: joshua.toor performed payment operation,cloud_waf
2026-05-12T23:15:29Z,SWIFT-38,ruth_karan72,conn,MEDIUM,2.52.222.56,conn: ruth_karan72 performed payment operation,zeek
2026-06-07T07:58:47Z,PAY-58-prod.financial.local,jeremiah_carpenter,SignIn,MEDIUM,56.6.204.241,Sign-in activity for jeremiah_carpenter from IP 56.6.204.241,azure_ad
2026-07-14T06:36:44Z,DB-01.core.banking,josephine_myers,XSS,LOW,12.6.85.165,XSS: josephine_myers performed audit operation,cloud_waf
2026-09-09T17:34:01Z,APP-21-dev.bank.internal,compliance,FileDownloaded,LOW,199.109.67.228,FileDownloaded: compliance performed transaction operation,sharepoint
2026-03-27T15:21:08Z,DC-55,christopher_trivedi,106001,LOW,7.226.251.128,106001: christopher_trivedi performed settlement operation,cisco_asa
2027-02-19T07:44:25Z,ATM-70-dr.secure.bank,dayamai.kelley,4625,CRITICAL,192.168.93.201,"An account failed to log on. Account: dayamai.kelley, Source IP: 192.168.93.201",windows_security
2026-03-15T06:23:46Z,WKS-07-dev.core.banking,nihal.williams40,Prevention,HIGH,212.254.218.244,Prevention: nihal.williams40 performed transfer operation,crowdstrike
2026-08-09T23:40:15Z,BRANCH-64,balvan_suarez,106001,LOW,10.36.146.221,106001: balvan_suarez performed transfer operation,cisco_asa
2026-05-02T23:59:11Z,CORE-20-uat.financial.local,upasna.casey,106023,LOW,192.168.130.99,106023: upasna.casey performed clearing operation,cisco_asa
2026-05-13T11:12:27Z,FINANCE-79.core.banking,svc_etl,PROCTITLE,LOW,206.205.181.0,PROCTITLE: svc_etl performed reconciliation operation,auditd
2026-07-24T10:39:44Z,GW-06-sandbox,marcus.hayward,smb_files,LOW,120.94.236.246,smb_files: marcus.hayward performed balance operation,zeek
2026-10-13T23:10:14Z,CORE_BANK-77,domain_admin,Blocked,HIGH,10.236.124.70,Blocked: domain_admin performed transaction operation,sentinel_one
2026-03-23T00:54:11Z,PAYMENT-83,bwalsh,FileDeleted,MEDIUM,27.211.20.50,FileDeleted: bwalsh performed balance operation,sharepoint
2027-02-03T07:24:26Z,WEB-50,hayley_robinson60,13,MEDIUM,10.83.42.236,13: hayley_robinson60 performed payment operation,sysmon
2026-08-24T18:36:59Z,BRANCH-66-uat.secure.bank,svc_etl_prod37,302016,LOW,55.103.160.195,302016: svc_etl_prod37 performed reconciliation operation,cisco_asa
2026-12-16T08:43:47Z,FINANCE-07.secure.bank,pranav_pant,PATH,LOW,192.168.50.184,PATH: pranav_pant performed reconciliation operation,auditd
2026-05-28T22:37:38Z,SWIFT-28.bank.internal,internal_audit,PROCTITLE,LOW,150.219.67.215,PROCTITLE: internal_audit performed transaction operation,auditd
2026-06-19T20:44:19Z,APP-13.secure.bank,risk_manager,job_execution,LOW,192.168.54.139,job_execution: risk_manager performed transfer operation,github_actions
2026-04-02T19:15:35Z,CORE_BANK-36-prod,athomas,THREAT,MEDIUM,133.62.9.109,THREAT: athomas performed balance operation,palo_alto
2026-04-06T18:57:03Z,TRADING-19.bank.internal,svc_vault_prod,CreateAccessKey,MEDIUM,15.150.169.84,CreateAccessKey: svc_vault_prod performed swift operation,aws_cloudtrail
2027-02-04T20:47:21Z,DB-11.financial.local,christian.akhtar,workflow_run,MEDIUM,25.201.35.250,workflow_run: christian.akhtar performed transaction operation,github_actions
